"","n","age","income","yrs_school","gender_f","home_own","risk6"
"31422",41818,65,1037,1.6,0,0,781
"23598",30471,38,2313,0.7,0,1,763
"33946",44838,48,1545,1.3,0,0,699
"18163",22418,41,2314,0.9,1,0,728
"20328",26579,35,521,1.2,0,0,571
"20011",26218,57,261,0.3,0,0,731
"28660",36870,57,1026,2.1,0,1,723
"33724",44504,61,3087,2,0,1,794
"52682",67760,41,5,0.8,1,1,798
"38133",51446,62,3356,0.3,1,1,759
"43856",57662,54,1039,0.7,0,1,801
"11264",14554,47,266,1,0,1,833
"31140",41508,68,1039,1.3,1,0,659
"36805",50034,55,2580,1.7,0,1,673
"7460",10551,57,0,0,0,1,680
"14799",18210,39,262,1.1,1,0,761
"20415",26673,45,779,2.2,1,1,617
"33551",44271,44,1307,0.6,0,1,733
"807",865,90,2835,0.9,1,1,817
"41140",54670,146,2057,1,0,1,805
"47742",62011,61,1036,1.3,1,0,786
"44973",58847,53,1032,3,0,1,770
"38462",51795,49,1040,0.7,1,1,670
"369",402,47,1291,2.3,0,0,713
"34083",45020,45,775,1.5,0,1,693
"31531",41939,48,263,2.4,1,0,671
"2310",2451,29,266,2,0,1,683
"51576",66510,58,516,1.2,0,1,627
"4601",5042,28,523,0.2,0,0,787
"23921",30812,35,519,1.5,1,1,755
"3651",4015,43,258,1.7,0,0,719
"20054",26264,63,520,1.1,0,1,735
"31805",42243,57,1033,2,1,0,652
"24492",31422,54,1801,4.6,1,0,680
"24676",31624,43,9,1.3,0,1,812
"15028",18451,54,260,1.2,1,0,767
"45154",59040,54,1283,1.6,1,0,698
"44843",58714,58,768,0,0,0,744
"8904",12112,59,1289,2.7,0,1,837
"32551",43124,42,1292,0.7,0,1,814
"44566",58421,62,8,2.7,1,0,721
"13400",16753,39,777,1.1,0,1,767
"6364",8097,59,1039,2.1,0,0,720
"1914",2034,30,267,0.8,1,1,780
"31649",42067,54,776,1.5,0,1,700
"31826",42269,43,260,1.6,1,0,796
"21448",28191,37,1804,1.2,0,0,808
"30868",41190,59,264,1.5,0,0,829
"4084",4482,57,1029,0.9,1,1,688
"54246",69515,63,0,0,0,0,674
"37237",50492,44,782,2.1,0,1,678
"17932",22170,25,2063,1.1,0,0,594
"53022",68151,31,776,2,0,1,804
"23265",30112,40,1034,0.6,0,0,702
"15010",18432,44,1028,0,0,0,805
"9290",12518,57,519,1.1,1,0,705
"48683",63044,37,1286,1.9,0,1,629
"32810",43427,54,523,2.3,0,1,758
"49242",63668,151,1284,1.7,0,1,777
"10850",14127,35,7,3.5,0,0,810
"35300",47779,51,2054,0.8,0,1,765
"31175",41547,29,778,2.3,0,0,761
"39404",52816,40,268,1.6,0,1,730
"24001",30897,56,774,1.1,0,0,741
"24863",31823,38,520,1.5,0,0,727
"37871",51162,59,771,0.5,0,1,781
"55094",70453,58,2326,1.2,0,0,704
"38949",52314,46,777,1.4,0,1,662
"5316",5805,28,769,1.3,0,1,641
"54909",70254,49,768,1.9,1,0,805
"31103",41465,29,2568,1.2,0,0,790
"33306",43975,50,775,1.5,0,0,809
"41141",54671,38,780,3,0,1,818
"18829",23190,26,1304,0.7,0,0,742
"10837",14114,56,3074,1.8,0,1,652
"39195",52579,51,1295,1,0,1,775
"37224",50479,33,2314,1.2,0,0,702
"49507",63962,52,517,1,1,0,682
"38066",51371,56,19,0,0,0,787
"2893",3063,58,260,1.7,0,1,761
"27928",36086,52,519,0.9,1,0,810
"10223",13483,38,1037,1.3,0,1,732
"24617",31561,55,517,1.1,0,1,633
"21568",28317,31,2333,1.3,1,0,759
"637",688,35,1032,1,1,1,646
"10606",13880,49,1287,0.6,0,1,773
"5830",6377,31,270,2.3,0,1,746
"54841",70176,44,520,1.8,0,0,610
"52167",67170,41,515,1,1,0,765
"40253",53717,48,519,0.7,1,0,697
"3874",4255,52,259,1,1,0,790
"8642",11838,58,1288,2.2,0,1,750
"19231",24183,37,1033,1.6,0,1,795
"33890",44745,28,2060,0.7,0,1,794
"19636",25409,34,1035,2.3,0,0,789
"40888",54400,250,2307,0,0,1,504
"188",203,55,1553,1.4,0,1,681
"26934",34170,33,518,1.5,1,0,726
"28032",36197,43,1040,2.9,1,0,760
"50814",65523,35,1034,2.8,1,0,620
"27954",36114,58,265,2.1,0,0,764
"37092",50337,42,1034,2.1,0,0,536
"23678",30557,56,771,1.2,1,1,678
"35362",47984,34,1554,1.9,1,1,780
"21526",28273,46,0,0,0,1,796
"44931",58804,50,3084,0.6,1,0,752
"23178",30021,55,522,2.4,1,0,557
"18910",23343,50,1544,2,1,0,716
"52394",67426,50,1029,0.7,0,1,751
"17628",21644,38,517,0.1,0,0,785
"26400",33560,49,516,1.8,1,1,758
"42513",56136,50,2825,1,0,1,678
"50989",65727,41,516,0.4,0,1,628
"16951",20604,56,773,2.2,1,1,724
"5616",6133,49,1029,1.5,1,0,650
"10233",13493,48,0,0,0,0,746
"7903",11045,53,773,2.3,0,0,748
"32284",42813,53,518,1.9,1,0,728
"2191",2327,28,261,1.9,1,1,675
"50449",65119,60,260,0.5,0,1,651
"31914",42373,27,522,2.3,0,0,732
"41366",54909,40,1543,2,1,1,708
"16123",19599,31,3598,0.8,0,1,804
"54802",70133,61,522,3.1,0,0,752
"45351",59243,59,1035,1.2,0,0,740
"8997",12207,52,1542,2.2,0,0,829
"38975",52341,56,1286,2,0,0,802
"49621",64092,43,1298,1.9,0,0,747
"40590",54079,59,258,1.2,1,1,776
"20298",26544,39,1032,1.8,0,1,756
"29554",37866,59,520,3.3,0,1,781
"36393",49601,48,1027,1.1,0,1,682
"28045",36211,32,792,2.9,0,1,737
"34839",46599,44,1034,0.7,0,0,631
"21454",28197,43,8,0,0,0,795
"28455",36653,24,528,2.3,0,0,783
"53037",68168,63,772,0.7,1,0,775
"33876",44721,36,2583,1.8,0,0,760
"11619",14916,62,794,1.4,0,1,758
"52413",67447,51,1282,1.6,0,1,813
"23175",30018,45,1548,2.7,0,1,795
"53295",68458,46,2062,2,0,1,832
"35339",47912,46,522,1.4,0,1,767
"42248",55847,60,10,1.9,0,1,760
"43415",57162,46,1288,0.8,0,1,790
"40566",54055,61,518,1.2,0,0,816
"17423",21370,50,512,0.3,0,0,816
"52759",67847,47,260,1.1,1,0,802
"43418",57166,58,1293,2.9,0,1,770
"11478",14772,29,1544,0.7,1,1,726
"27415",35145,55,516,1,0,1,739
"30782",41099,40,1287,2.2,1,1,709
"12338",15660,50,776,3,1,0,774
"42861",56508,55,773,1.2,1,0,788
"42104",55694,47,778,1.9,1,1,798
"20693",26978,49,264,1.4,0,0,731
"15248",18677,195,1039,0.9,1,1,749
"17403",21343,51,0,0,0,1,739
"30635",40945,52,2059,1.4,0,0,644
"34138",45081,45,523,0.6,0,1,800
"46425",60401,0,0,0,0,1,747
"14548",17946,43,784,1.3,0,0,719
"23442",30300,45,1541,2.7,1,0,553
"45670",59579,113,1546,2.4,0,0,720
"6446",8396,37,1288,0.4,1,0,780
"48527",62878,55,2058,1.5,0,0,738
"43914",57725,36,1545,0.3,0,0,551
"747",804,49,1035,1.8,0,0,757
"13694",17061,36,1797,2.2,0,1,779
"10008",13260,34,519,2.1,1,0,674
"53018",68146,43,777,0.9,0,0,779
"13751",17120,56,776,0.7,0,0,683
"27343",34940,43,521,0.1,1,1,726
"51426",66263,58,1029,1.5,0,0,686
"3571",3928,57,774,1.9,0,1,754
"33653",44409,37,1035,2.2,0,1,782
"40156",53613,40,518,1.8,0,1,775
"43734",57526,47,1292,1.1,0,1,618
"9366",12596,50,522,0,1,0,797
"16705",20237,42,0,0,1,0,631
"44099",57928,53,778,1.2,0,1,809
"37534",50809,51,1549,1.9,0,0,729
"36637",49859,54,1031,2.1,0,0,787
"36881",50115,42,2321,1.6,1,1,707
"42184",55778,51,1544,1.3,0,0,763
"43823",57627,48,775,1.4,0,0,677
"8351",11528,46,524,2.9,1,0,817
"36542",49758,45,769,1.5,1,0,668
"54836",70171,47,2569,0.6,0,1,786
"51629",66565,39,3,0.7,1,0,811
"32449",43009,42,1287,1.9,0,0,770
"22454",29258,36,2319,1.1,0,1,782
"7929",11076,58,1034,3.6,0,0,712
"10917",14197,57,798,0.5,0,1,692
"1112",1188,32,520,1.7,0,1,795
"40060",53509,54,0,0,0,0,773
"28786",37003,45,8,2.3,1,0,726
"48584",62939,49,2304,0,1,1,777
"40068",53518,63,519,0.7,0,0,711
"16666",20195,33,2314,1.4,1,0,613
"18397",22667,54,1035,1.2,1,0,744
"6352",8063,35,262,2.4,1,0,737
"14433",17822,51,1036,2.4,1,1,700
"49238",63664,86,1286,2.2,1,1,760
"7092",10149,57,1295,1.7,1,0,728
"886",950,60,771,2.1,0,1,682
"17765",21879,47,1034,1.6,1,1,784
"45128",59012,124,525,1.9,0,0,671
"40235",53697,172,780,1.8,0,0,807
"17539",21528,47,2322,1.5,0,1,734
"16251",19732,32,1035,2,1,1,775
"40122",53577,102,1544,2.3,0,1,763
"46449",60426,39,1031,2,0,0,711
"52447",67486,36,1285,1.6,1,0,795
"25631",32683,51,523,1.7,0,0,792
"43399",57146,45,1028,0.7,0,0,589
"16952",20605,49,1283,2.5,0,1,784
"6460",8455,64,1796,1.6,0,1,829
"36528",49744,42,1292,1,0,1,713
"1733",1847,54,1027,1.5,0,0,712
"46957",61098,50,517,1.5,1,1,783
"27040",34299,49,516,0.6,0,0,795
"9373",12604,47,776,2.3,0,0,734
"7449",10538,58,523,1,0,1,666
"36021",48983,30,1803,0.3,1,1,655
"2593",2746,46,1030,2.2,0,0,813
"49886",64392,176,534,0.9,0,0,806
"13375",16727,38,1810,1.6,1,1,688
"43137",56834,62,1034,2.3,0,0,815
"32151",42660,36,2064,0.8,1,1,698
"47695",61959,0,0,0,0,0,771
"18445",22721,42,512,0.5,0,0,671
"12380",15702,53,776,1.6,1,0,769
"48038",62354,58,3,2.1,0,1,804
"37611",50889,48,0,0,1,0,809
"38550",51888,55,519,1.3,0,0,683
"43790",57592,32,4361,1.8,0,1,715
"38408",51736,55,1046,0.9,1,1,812
"46135",60077,49,526,1.4,1,1,580
"7219",10286,64,779,0.8,0,0,754
"52058",67044,38,3,0.5,0,0,810
"32648",43240,50,1547,2.9,1,0,753
"53499",68690,28,1033,1.8,1,0,692
"46207",60160,44,533,1.6,1,0,722
"31750",42182,61,522,2.4,0,1,794
"46158",60104,52,10,2.3,0,0,662
"21314",28047,42,1801,1.9,0,0,767
"16813",20375,31,1286,1.4,0,0,766
"20887",27198,45,9,0.8,1,1,619
"8464",11647,43,2065,1.8,1,0,738
"37720",51003,49,4883,1.2,1,1,786
"44096",57924,53,1041,3,1,0,613
"5138",5619,31,514,1.7,0,1,761
"39390",52801,43,1807,2.6,0,0,812
"22125",28906,52,1285,1.8,0,0,783
"2361",2507,26,1282,0.5,1,1,792
"50293",64954,45,278,0.5,0,0,734
"19669",25508,64,4,0.8,1,1,658
"4382",4801,44,1035,2.1,0,0,794
"36784",50013,43,514,1.3,0,1,744
"538",584,55,2062,0.9,0,0,680
"17069",20923,31,1034,0.7,0,1,580
"4669",5118,50,1029,2.4,0,0,787
"20696",26981,33,520,2.2,0,1,719
"40012",53458,55,1540,0.9,0,1,692
"46102",60040,35,3081,0.8,0,1,756
"34699",46240,58,1292,2,0,1,820
"5039",5512,42,1281,0.5,0,1,727
"47235",61429,52,1039,2.1,1,1,703
"14679",18082,45,780,1.9,1,0,761
"1156",1236,45,263,0.8,0,0,634
"5342",5835,47,2568,2.9,0,0,813
"54557",69863,51,1,1.1,0,0,684
"14128",17509,52,0,0,0,1,786
"7",7,41,2570,3.3,1,0,759
"47706",61972,44,1281,1.3,0,1,768
"52854",67957,44,8,0.2,1,1,734
"28065",36231,40,777,2.7,1,1,775
"14800",18211,54,267,1.1,0,1,754
"5070",5546,34,1549,2.1,1,0,776
"18571",22859,61,1543,0.9,0,0,750
"23290",30141,41,515,0.7,0,1,788
"11491",14785,55,1035,2.8,1,1,747
"9527",12761,48,1042,1,0,0,740
"19662",25488,43,1032,1.7,0,1,769
"41715",55287,56,1291,2.4,1,1,804
"39589",53013,52,521,0.8,0,1,739
"44011",57837,27,1543,0.6,0,1,593
"20468",26731,37,774,2.3,0,0,589
"47101",61271,55,773,2.4,1,1,722
"36624",49845,62,1544,1.6,0,1,663
"36609",49829,40,522,2.3,0,1,700
"15779",19240,50,4,0.6,1,1,741
"25754",32829,33,5,0.8,1,0,659
"37698",50979,42,518,1.9,0,0,692
"40955",54474,44,1029,0.7,0,1,710
"49593",64060,146,2316,1.8,0,0,748
"506",550,46,1027,1,0,1,737
"7200",10266,44,774,1.6,0,1,772
"10302",13564,39,774,1.9,0,1,766
"39811",53245,53,777,1.4,0,0,791
"54805",70136,48,3341,1.3,0,0,751
"5345",5839,37,7,0.6,0,0,747
"12084",15399,52,1548,1.7,0,0,748
"7586",10692,59,2059,1.2,0,0,800
"17213",21123,39,7,0.6,0,0,654
"29834",38666,32,1294,1.3,0,0,773
"24547",31485,39,780,1.4,0,1,802
"14675",18078,64,524,2.6,0,0,805
"40453",53934,58,1548,1.6,1,1,768
"17830",22000,37,1540,1.3,0,0,769
"10562",13834,64,2055,1.1,0,1,813
"24493",31423,36,0,0,1,0,766
"47729",61997,47,3588,1.1,1,0,763
"10582",13855,54,265,2.1,1,0,773
"39471",52890,58,1306,0.8,0,1,997
"1103",1178,53,2061,2.3,1,0,758
"8580",11773,132,1291,1.8,0,0,721
"16526",20044,45,1800,1,0,0,740
"31237",41612,59,0,0,0,1,790
"7947",11094,64,263,2.3,0,0,713
"3366",3707,55,1538,0.1,1,0,763
"27249",34642,28,1551,1.7,1,1,744
"45691",59602,43,771,2.4,1,0,697
"10793",14069,53,12,2.4,0,1,793
"36431",49639,51,0,0,0,0,797
"54264",69535,53,264,2.6,0,0,656
"30547",40853,49,0,0,1,0,619
"30369",40332,35,777,1.7,0,1,774
"37988",51287,61,10,2.1,0,1,775
"48149",62473,51,0,0,0,0,794
"17007",20773,52,4361,1.8,1,0,681
"50268",64926,39,776,0.9,1,1,760
"14364",17750,56,1028,2.1,0,0,780
"36817",50047,38,263,1.4,0,0,755
"50337",65001,43,1029,2.5,0,1,664
"8612",11806,51,514,1.4,1,0,827
"40221",53683,42,15,2.5,0,0,822
"42309",55914,37,260,1.9,1,1,741
"27668",35796,49,1037,2.8,1,0,674
"20799",27089,49,783,1.4,0,0,662
"15714",19172,39,1033,2.6,0,1,788
"7165",10227,52,267,1.5,0,0,691
"46000",59930,40,1547,2,0,0,765
"29686",38111,48,263,1.4,0,0,777
"7464",10556,64,530,1,0,1,812
"12776",16107,48,1549,3.2,0,1,750
"11453",14746,60,1807,1.8,1,1,739
"44305",58144,59,522,1.9,1,1,757
"25723",32795,44,1030,1.5,1,0,691
"32440",43000,58,17,1.6,0,1,809
"20106",26323,38,2564,2.2,0,0,680
"19375",24584,52,3080,1.8,0,0,594
"12455",15779,50,774,1.3,1,1,771
"31245",41621,38,774,2.5,0,0,649
"13164",16504,53,1289,0.6,0,1,792
"31460",41859,29,3078,2.2,0,1,750
"43305",57037,40,1296,0.5,0,1,772
"2406",2554,39,1553,1.5,1,1,762
"21685",28439,52,2315,1.9,0,1,774
"40890",54402,84,1036,2.4,0,0,684
"32103",42605,58,1542,1.1,0,0,717
"7422",10508,50,1796,1.4,0,0,752
"43151",56849,63,526,1,1,1,785
"32007",42484,54,782,1,1,0,795
"42578",56205,63,2055,2.2,0,0,718
"12678",16007,47,1797,2.2,0,1,784
"49636",64110,33,263,0.9,0,0,526
"23114",29954,61,0,0,1,1,762
"46941",61079,38,2569,2.2,0,1,796
"24821",31780,42,3072,2.2,0,1,692
"49854",64353,35,2570,0.2,0,1,785
"2833",3003,38,776,1,0,0,768
"250",274,61,1046,1.1,0,0,762
"2409",2557,29,1290,2,1,1,742
"36014",48974,39,1548,1.7,0,0,637
"324",356,150,1046,0.8,0,0,771
"279",305,49,782,3.1,1,0,647
"41222",54759,45,2058,2.1,1,0,701
"39852",53288,59,1040,1.1,0,0,814
"31280",41658,61,517,0.6,0,1,786
"26669",33864,57,521,1.4,1,0,767
"50940",65670,60,778,2.2,0,1,756
"35585",48320,45,1799,0.9,0,1,648
"18372",22639,51,261,0.9,1,0,792
"54432",69725,61,0,0,0,0,678
"2504",2653,31,777,1.9,0,1,648
"30909",41243,26,0,0,0,1,781
"3729",4101,41,1286,1.9,0,1,764
"20811",27104,41,3335,0.6,0,1,790
"7788",10919,53,35,0.5,0,0,583
"35475",48190,44,0,0,1,1,647
"12659",15987,57,0,0,0,1,806
"1102",1177,68,520,0.6,0,1,793
"27516",35456,42,2063,0.9,0,0,749
"52191",67199,37,0,0,1,1,817
"19157",23956,29,775,2.1,0,1,740
"41085",54612,50,5,0.2,0,1,710
"30637",40948,52,1033,1.5,1,0,634
"33466",44169,42,776,1,0,1,736
"10119",13375,37,520,1.7,0,0,784
"27115",34382,40,1036,1.6,0,0,710
"49336",63778,31,1034,2.7,1,0,749
"5884",6451,48,780,1.3,0,1,688
"17671",21704,58,526,1.4,0,1,791
"32675",43269,54,1290,1.7,1,0,809
"28496",36695,31,1034,2.2,0,1,823
"19266",24266,33,2564,1.9,0,1,698
"7539",10643,54,28,0,0,0,611
"51272",66046,27,517,0.8,1,1,640
"33811",44622,32,12,1.4,0,1,751
"43731",57523,28,1028,2.8,1,0,558
"30006",39282,49,1029,2.1,1,0,781
"16102",19576,35,13,0,1,0,809
"7036",10088,35,1797,1.9,0,0,772
"40704",54202,49,517,1.7,0,0,776
"52052",67038,63,518,1.6,0,0,751
"11980",15285,58,269,1.6,0,1,725
"9375",12606,64,1027,1.9,0,1,797
"27656",35780,44,1027,1.7,0,0,735
"31004",41352,48,2,0.7,1,1,645
"2618",2772,24,513,0,0,0,670
"47182",61365,52,1547,1.8,1,0,750
"10808",14085,58,1289,0.6,1,1,750
"24122",31023,63,515,0.6,1,0,694
"33229",43883,30,1547,2.9,0,0,733
"32667",43261,61,0,0,1,0,714
"29195",37434,42,1548,1.6,0,1,729
"10726",14002,50,1542,1.2,0,0,575
"42000",55585,60,272,2.1,0,0,800
"41034",54559,45,1029,1.7,0,1,758
"20537",26809,37,1031,1.9,1,0,706
"47234",61428,58,1035,1,1,1,688
"41454",55010,48,518,1.3,0,0,668
"51357",66162,49,769,0.8,0,0,669
"44624",58481,57,1032,1.7,0,0,715
"26125",33251,58,1030,1.4,1,0,753
"41722",55294,64,1032,0.7,0,0,681
"50527",65200,41,1038,2.1,0,1,633
"13368",16719,56,771,1.3,0,0,682
"38727",52079,50,1047,2,1,1,729
"17012",20793,29,772,0.4,0,0,648
"32454",43015,33,265,1.4,1,0,760
"29386",37641,43,776,2.2,0,1,764
"13288",16633,42,262,1.8,1,0,778
"36213",49406,47,0,1.4,0,0,798
"26084",33205,60,1031,1.9,0,1,781
"17240",21153,54,1296,1.7,1,0,816
"41484",55041,54,774,2.4,0,0,626
"46323",60292,46,515,1,0,0,635
"34483",45532,33,533,1.1,0,0,732
"40294",53763,60,265,2.4,0,1,806
"34436",45446,34,1033,2.3,0,0,731
"39501",52922,53,1553,1.3,0,0,742
"40882",54394,63,0,0,0,1,782
"44680",58538,47,2064,2.1,0,0,763
"3929",4314,36,1290,2.4,0,0,791
"11625",14922,41,4,0.4,0,1,783
"38677",52025,37,1026,0.9,0,0,619
"38922",52286,39,775,1.5,1,0,745
"16385",19882,48,1541,1.3,0,1,810
"54114",69365,62,773,1.5,1,0,795
"31483",41884,42,0,0,0,1,670
"51626",66562,158,786,1.6,0,1,728
"32219",42739,37,1030,1.6,0,1,766
"30722",41037,141,1797,2.1,1,0,692
"27178",34477,50,1546,2.6,0,0,702
"42780",56426,53,779,1.2,1,0,813
"31020",41376,44,263,2.3,1,0,802
"20963",27301,56,2070,1.6,1,0,783
"20832",27131,41,524,1.5,1,0,704
"19008",23537,44,525,1.7,0,1,737
"18951",23434,35,4102,0.7,0,0,684
"19853",26027,41,783,1.5,1,1,684
"16254",19735,53,1033,1.8,1,1,741
"12223",15540,42,1546,0.7,1,1,782
"39731",53160,57,529,1.9,0,0,768
"34630",46037,53,264,2.5,0,1,763
"10585",13858,58,7,0.4,0,1,759
"49430",63877,138,523,1.2,0,1,776
"17067",20920,58,1796,0.6,1,0,805
"41801",55377,42,0,0,0,0,714
"2119",2247,27,9,0.4,0,0,795
"13615",16978,55,1798,2.3,1,0,797
"34769",46416,50,1798,1.9,1,1,814
"30496",40776,37,1550,1.9,1,1,753
"19694",25621,54,1291,2.4,1,0,618
"52555",67611,42,1286,2,0,1,760
"15859",19322,59,2566,2.9,1,1,792
"18009",22254,29,2,1,0,0,747
"27941",36100,32,773,1.2,0,1,702
"42221",55817,58,5,0.8,0,1,785
"39015",52384,43,1041,1.4,0,0,821
"24228",31133,59,0,0,0,1,784
"15507",18950,26,1806,1.9,0,1,736
"54723",70049,59,2053,2.6,0,0,570
"52644",67718,38,775,1,1,1,771
"27165",34453,46,780,1.8,0,1,796
"16923",20542,60,1539,2.7,0,1,766
"47073",61234,2003,3083,1.9,0,1,636
"3242",3513,44,1290,2,0,1,729
"9004",12214,37,16,2.7,0,1,774
"10072",13328,56,519,2.5,1,0,703
"33587",44318,63,773,0.7,0,1,787
"12329",15651,29,523,1.4,0,1,715
"54563",69869,56,1285,0,0,0,729
"9976",13226,58,521,2.4,0,1,822
"54731",70057,53,3,0,0,1,786
"35509",48228,38,1547,0.5,0,1,717
"23157",29999,37,2572,1.2,1,0,767
"1597",1702,30,2056,1.5,0,1,783
"21950",28724,50,776,1.7,0,0,606
"53126",68269,44,774,1.1,0,1,712
"14334",17718,57,1291,1.9,1,1,787
"43316",57050,62,5,1.5,1,1,789
"18424",22697,53,2304,0.3,0,0,568
"7815",10950,53,2838,1.5,0,0,799
"51000",65739,41,1543,0.9,1,0,700
"4792",5248,62,3080,2,0,0,775
"10418",13686,51,2828,0.3,0,0,823
"41654",55222,51,1286,1.2,0,1,997
"2017",2139,29,2575,2.5,0,0,749
"47477",61702,31,1540,1,1,1,666
"51901",66863,66,266,1.5,0,0,810
"50693",65384,46,1285,1.3,0,0,726
"6344",8037,52,784,2.9,0,1,705
"29110",37346,46,263,2.2,1,1,685
"2047",2169,29,11,0.7,1,0,687
"54573",69881,55,773,2.1,0,1,764
"28336",36525,54,775,1.4,1,1,795
"26100",33223,47,264,2.1,0,1,752
"17615",21626,59,1542,0.6,0,1,723
"12894",16229,57,2313,0,1,0,512
"43787",57586,33,519,0.8,1,1,690
"12850",16184,34,773,1.1,0,0,813
"28464",36662,50,517,0.3,0,1,631
"49774",64264,93,2312,2,0,0,784
"54184",69443,53,1288,1.8,0,1,707
"12120",15436,45,1543,1.3,0,1,758
"17748",21846,41,7,0.6,1,0,773
"47772",62044,59,773,0.9,0,0,722
"43397",57144,58,1547,0.5,0,1,820
"13187",16527,48,774,2.1,0,1,798
"5863",6430,55,775,1.9,0,1,672
"46732",60849,39,520,1.8,1,1,751
"17985",22227,34,2830,0,0,1,517
"18077",22329,34,1544,1.6,0,0,679
"828",889,56,512,1.1,1,0,740
"33064",43701,44,2052,0.7,1,1,661
"33912",44781,57,773,2.1,0,0,834
"48087",62406,42,525,1.3,1,0,776
"46626",60698,48,13,0.9,0,0,737
"23462",30320,45,778,1.3,1,1,796
"4627",5072,57,1292,2.5,0,1,805
"30150",39666,34,521,1.6,0,1,601
"27477",35368,47,1035,1.4,1,1,769
"1227",1314,41,1544,2.4,0,0,785
"34716",46292,45,1289,1.4,0,0,785
"46606",60659,48,775,1.4,1,0,688
"14985",18406,44,1037,1.7,1,0,833
"6421",8318,35,1289,1.9,0,1,725
"49699",64181,143,5,1,0,0,756
"36555",49772,39,1296,2.4,0,1,759
"35901",48705,38,521,0.5,0,0,718
"25391",32415,36,2061,1,0,0,820
"36436",49644,31,772,1.3,0,0,730
"26068",33189,39,1541,1.7,0,0,820
"47279",61476,53,1027,1.1,0,0,795
"53863",69094,61,1033,1.8,1,0,791
"38889",52251,59,266,1.5,0,1,792
"49468",63917,72,1037,1.6,1,0,742
"37948",51242,55,517,0.6,0,1,784
"3866",4247,38,781,1,1,1,765
"53579",68781,54,1544,2.2,0,0,797
"32453",43013,31,2055,1.6,0,0,800
"21785",28543,52,780,1.5,0,1,711
"41077",54603,42,1027,1.5,1,1,665
"50011",64633,65,1807,1,0,1,804
"24782",31738,41,0,0,0,1,622
"23757",30640,56,1542,1.5,0,0,773
"51392",66212,29,3096,1,1,0,729
"40211",53673,103,524,2.1,1,1,782
"13180",16520,50,2566,4.2,0,1,810
"14646",18048,26,516,1.1,1,1,790
"45404",59299,42,516,1.6,1,1,696
"30154",39675,33,259,1.5,0,0,799
"19800",25897,37,1559,0.9,0,1,760
"39077",52453,44,1032,2,0,0,787
"12755",16086,45,2316,1,0,1,755
"27617",35715,32,2827,1.4,0,0,831
"14461",17850,56,1026,1.3,1,1,727
"27072",34334,42,1548,1.3,0,1,803
"14504",17900,57,1030,1.4,0,0,801
"42469",56090,45,2319,2.4,1,0,701
"44924",58797,52,1798,2.4,1,0,535
"34500",45576,36,1300,2.1,1,1,801
"23577",30448,58,1295,2.2,1,1,773
"1904",2024,30,520,1.5,1,0,774
"26672",33868,46,266,1.6,0,0,763
"15334",18768,62,288,0.6,0,1,702
"48354",62698,47,773,1.7,0,0,709
"26688",33887,32,520,2.1,1,1,749
"25179",32171,41,518,1.3,0,1,816
"48037",62353,57,1029,1.7,0,0,769
"12691",16020,48,13,1.4,0,0,719
"40991",54513,39,784,2.3,0,0,784
"31304",41685,39,1544,1.8,1,0,765
"11925",15228,58,516,1.3,0,1,816
"35697",48456,43,2313,1.7,0,1,596
"22810",29630,41,520,0.9,1,0,712
"49851",64350,54,270,2.6,1,0,798
"100",108,117,2571,1.1,1,1,744
"35604",48342,42,1285,2,1,0,767
"26842",34064,59,1028,0.8,0,0,709
"15189",18616,54,1032,1.6,0,0,752
"21650",28403,54,771,2.2,0,1,635
"14585",17984,38,2569,2.4,1,0,690
"34552",45777,39,2314,1.7,0,0,791
"36218",49411,50,1546,1.7,0,0,814
"13784",17154,64,776,1.7,0,1,799
"41607",55172,52,1035,2.7,0,0,792
"14176",17559,37,769,0.9,0,0,769
"48891",63274,47,1031,1.8,0,0,713
"28766",36980,44,259,3,0,1,783
"49254",63680,117,1038,0.6,0,0,803
"9300",12528,46,2823,2.2,0,1,707
"3744",4117,55,1024,0.6,0,0,783
"45438",59337,55,773,1.4,1,1,774
"6696",9278,40,7,2.6,0,0,507
"54679",70001,57,776,1.9,1,1,524
"50908",65635,42,1286,1.4,1,1,692
"44789",58654,54,265,2.1,0,1,777
"27402",35120,40,261,1.6,1,1,766
"4364",4780,49,2313,1.2,1,0,694
"19154",23944,38,272,1.2,0,1,689
"52006",66982,62,1283,2.2,0,0,721
"35914",48721,59,516,1.4,0,0,725
"19530",25031,35,1544,2.2,0,1,809
"52843",67945,107,1037,3.1,0,1,720
"11462",14755,24,4359,1.3,0,0,690
"21286",28016,65,773,1.5,0,0,778
"28390",36585,35,261,1.2,1,0,791
"52938",68058,48,1288,0.6,1,0,674
"29157",37394,55,262,3.1,0,1,782
"47592",61837,42,773,1.3,0,1,700
"35903",48708,57,1036,1.2,1,0,713
"44763",58627,59,783,2.5,0,1,774
"21482",28227,53,1037,1.6,0,0,652
"7785",10916,41,4119,0,0,0,806
"30652",40965,159,1547,1.6,0,1,764
"7455",10546,64,773,1.3,0,0,763
"21322",28055,39,781,1.3,1,1,616
"21595",28345,60,1289,1.3,0,1,810
"23403",30260,61,518,1,0,0,810
"1431",1531,30,771,1.5,1,1,773
"12203",15520,50,6,3.1,0,0,777
"27199",34518,38,1544,2,1,1,809
"27662",35788,41,2325,2.6,0,1,768
"25855",32943,33,13,2.8,1,1,802
"55137",70501,182,774,2.8,0,0,590
